Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
EIF3L,0,0,1,0,3,0,0,1,0,5,5,5,0.005494505494505495
ELAVL1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ELOA,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
EME1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
EML1,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ENAH,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ENOX1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ENPP1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
EPHA2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
EPHB4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ERC2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ERMAP,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ERMP1,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ERN1,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
ETS2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
EXOC6B,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
F2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
FADS2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FAM114A2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FAM169A,0,0,1,0,3,1,0,0,0,5,5,5,0.005494505494505495
FAM186B,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
FAM189A2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FAM193B,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
FAM90A1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
FANCB,1,1,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
FASTKD2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FBLN2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FBXL18,0,0,1,0,3,1,0,0,0,5,5,5,0.005494505494505495
FBXL5,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
FCER1A,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
FCHO1,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
FDPS,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
FER,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FES,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FGA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FGF18,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FGFR1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
FIP1L1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FLT1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FMR1NB,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
FNIP1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
FOXM1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FPGS,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FPGT-TNNI3K,0,0,1,0,3,1,0,0,0,5,5,5,0.005494505494505495
FRG1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
FRG2C,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FRMD4B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FRMD7,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
FSTL4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FUBP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FUT11,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FXR1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FYB1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
FZD3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
FZD6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
G3BP2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
GAB4,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
GABRG1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GABRG2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GABRG3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GABRR3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GALNT8,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GALNTL6,1,0,3,0,1,0,0,0,0,5,5,5,0.005494505494505495
GAP43,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GARRE1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GDPD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GEMIN4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GEMIN5,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
GFM1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GIMAP5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GLB1L3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
GLCCI1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GORAB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GPATCH4,0,0,0,1,3,0,0,1,0,5,5,5,0.005494505494505495
GPKOW,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
GPM6B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GPNMB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GPR142,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GPR143,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GPR174,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GRAMD4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GRB7,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GRIP1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
GRK2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GRM5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GRM6,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GRXCR1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
GSDMB,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
GTPBP3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GUF1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
GUSB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
GYG1,0,0,1,0,3,1,0,0,0,5,5,5,0.005494505494505495
GZF1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
H2AC15,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
H2BW1,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
H3C7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
H4C13,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HAO1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HAVCR1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HBP1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HCN1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
HCRTR2,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HDAC4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HEATR4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HELZ2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HEPACAM2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
HERC4,2,0,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
HGD,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
HGF,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HGSNAT,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HJURP,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HNF1A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HNF1B,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
HNF4A,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
HNRNPDL,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
HNRNPR,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
HOMER2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HOXB2,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
HPD,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
HRG,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
HS3ST2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
HS3ST4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
HSDL2,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
HSP90AA1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
HSPBAP1,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
HSPH1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
HTR1A,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
IDE,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IFIT1,1,0,1,0,3,0,0,0,0,5,5,5,0.005494505494505495
IGSF3,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
IKBKB,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
IKZF3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IL12RB2,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
IL16,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IL23R,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IL27RA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
IL31RA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
IL5RA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
IL7R,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ILF3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ING1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
INMT,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
INPP4B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
IQCA1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IQSEC3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ISLR,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ITCH,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ITGB8,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ITIH3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ITIH4,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ITIH5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ITM2A,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ITPRID1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
IVNS1ABP,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
IWS1,1,0,0,0,1,3,0,0,0,5,5,5,0.005494505494505495
JAKMIP3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KANK4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KAT8,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
KATNB1,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
KBTBD4,2,0,0,0,2,1,0,0,0,5,5,5,0.005494505494505495
KCNA2,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
KCNAB1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KCNC2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KCNG4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KCNH5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KCNK13,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KCNQ4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KCTD21,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KDM6B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KIAA0408,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
KIAA0586,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
KIAA1586,1,0,0,0,2,2,0,0,0,5,5,5,0.005494505494505495
KIAA1755,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KIAA1841,0,0,1,0,3,1,0,0,0,5,5,5,0.005494505494505495
KIF18A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KIFBP,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
KIR3DL1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
KIR3DL3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KIRREL2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KLC2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
KLC4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
KLHL12,2,0,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
KLK15,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KPNA5,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
KPNB1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KRT1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KRT28,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
KRT34,0,0,0,0,3,1,1,0,0,5,5,5,0.005494505494505495
KRT9,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
KSR2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
LAMC3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
LANCL2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
LCP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LCTL,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
LDHC,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LGR5,0,0,0,0,3,0,0,2,0,5,5,5,0.005494505494505495
LHX4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LILRB1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
LILRB5,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
LIN54,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LONRF3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LPGAT1,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
LPIN2,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
LPP,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LRFN2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
LRIG3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
LRR1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
LRRC27,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LRRIQ4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
LRRN2,0,0,2,0,3,0,0,0,0,5,5,5,0.005494505494505495
LUZP4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
LYSMD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAD1L1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAGEB10,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAIP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAK,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
MAN1B1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAP3K21,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAP3K9,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAP6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAPK6,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
MAPRE3,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
MAPT,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MAST2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MBTPS2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MCC,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
MCHR2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MCOLN1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ME3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MECP2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MED16,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
MEGF11,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MFAP5,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
MFN1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
MICU1,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
MMAA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MMP16,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MMUT,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
MORC2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MORN1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
MPP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MRE11,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MRGPRX4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MROH9,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
MRPL2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MTMR12,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
MTMR3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
MTMR8,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MTMR9,1,1,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
MUC7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MX1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
MYBL2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
MYEF2,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
MYH3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
MYO1B,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
MYO1E,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
NAA15,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NAA16,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NAA25,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
NAALADL1,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
NARF,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NASP,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
NBN,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NCKIPSD,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NDST3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NECTIN3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NEFH,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
NEK1,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
NEK9,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
NEO1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
NEURL4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NFAT5,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NFKB1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
NHLRC2,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
NHSL2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NKAPL,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NKRF,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NLGN2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NLRP8,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NLRX1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
NMBR,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NME7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NNT,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NOC3L,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
NOD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NOL11,0,0,0,0,4,0,0,0,1,5,5,5,0.005494505494505495
NOS1AP,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NR1H2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
NR1H4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NR4A2,2,0,0,0,2,1,0,0,0,5,5,5,0.005494505494505495
NRBP1,2,0,0,0,2,0,0,1,0,5,5,5,0.005494505494505495
NSDHL,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
NT5C1B,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
NT5DC3,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
NUMB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NUP133,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
NUP62,0,1,0,0,2,1,0,0,1,5,5,5,0.005494505494505495
OCRL,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OGA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR10K1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR13G1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR14A16,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR2L13,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR2T10,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR2T27,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR4B1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
OR4K5,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
OR4N2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR4S2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR51Q1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR52K2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR5D13,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR5D16,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR5H6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR5J2,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
OR5L2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR5M1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR6S1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR6X1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR7A5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR8D4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OR8H2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR9G1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
OR9G4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
OSBPL10,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OSBPL9,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OTOP2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
OTOP3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
OTUD4,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
OVGP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PABPC4,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
PACS1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PADI2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
PADI3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PAK5,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
PALB2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
PALD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PAMR1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PARD3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
PAX5,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
PBDC1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
PCDH12,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PCDHB11,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
PCDHGA4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PCDHGB3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PCDHGC3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PCDHGC4,0,0,0,1,4,0,0,0,0,5,5,5,0.005494505494505495
PCMTD2,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
PCOLCE2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
PCYOX1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
PDCD4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
PDK4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PDZD7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PEF1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PFKM,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
PGK1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
PGLYRP3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
